gene_id,Mut  - 77-KO_GGACCC_L001_R1_001 (paired) (GE) - Total gene reads,Mut  - 77-KO-2_GGATGT_L001_R1_001 (paired) (GE) - Total gene reads,Mut  - 77-KO-3_GTGTTA_L001_R1_001 (paired) (GE) - Total gene reads,Mut  - 77-KO-4_GTGGCC_L001_R1_001 (paired) (GE) - Total gene reads,Mut + DP - 77-KO+DP_TTCAGC_L001_R1_001 (paired) (GE) - Total gene reads,Mut + DP - 77-KO+DP-2_TTCGCT_L001_R1_001 (paired)-1 (GE) - Total gene reads,Mut + DP - 77-KO+DP-3_TGTGAA_L001_R1_001 (paired) (GE) - Total gene reads,Mut + DP - 77+DP-KO-4_TGTTGC_L001_R1_001 (paired) (GE) - Total gene reads,Wt + DP - 77+DP_CCTTCA_L001_R1_001 (paired) (GE) - Total gene reads,Wt + DP - 77+DP-2_CCTCGG_L001_R1_001 (paired) (GE) - Total gene reads,Wt + DP - 77+DP-3_CACACA_L001_R1_001 (paired) (GE) - Total gene reads,Wt + DP - 77+DP-4_CACCTC_L001_R1_001 (paired) (GE) - Total gene reads,Wt - 77-2_AAGACG_L001_R1_001 (paired) (GE) - Total gene reads,Wt - 77_AAGGGA_L001_R1_001 (paired) (GE) - Total gene reads,Wt - 77-3_ACACGA_L001_R1_001 (paired) (GE) - Total gene reads,Wt - 77-4_ACAAAC_L001_R1_001 (paired) (GE) - Total gene reads
PGN_RS03945,9492,11294,4737,6822,10514,9085,5270,5267,9215,5881,3924,3431,6388,7696,6407,5715
PGN_RS03950,11732,10776,9348,6937,11005,8332,8909,5724,9464,7290,6961,5542,7307,8410,13903,7059
PGN_RS03960,14910,17137,9439,8656,18709,12686,7118,6257,12561,7661,4975,3963,8940,12461,10229,6860
PGN_RS03980,494,334,230,318,409,276,365,396,488,328,350,764,286,433,387,455
PGN_RS03985,1934,1742,715,1115,1484,1138,1100,1641,2270,2230,2882,5070,3163,2077,2690,3482
PGN_RS03990,93,82,98,55,40,43,106,71,145,84,173,291,337,200,174,460
PGN_RS03995,125,144,46,135,102,83,149,190,202,86,414,1204,210,234,210,743
PGN_RS04000,114,127,112,81,92,81,163,107,122,119,201,170,92,113,223,81
PGN_RS04010,169,163,120,180,138,132,117,178,174,113,205,226,194,125,241,158
PGN_RS04015,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
PGN_RS04020,1644,760,743,1025,1109,457,956,1129,1271,310,1005,2095,867,933,917,1665
PGN_RS04025,43,71,82,57,36,42,95,42,22,34,58,50,72,34,60,53
PGN_RS04030,33,41,78,41,20,30,70,40,16,36,46,19,64,9,39,26
PGN_RS04040,8,14,21,9,8,6,19,13,7,10,9,8,22,5,12,5
PGN_RS04045,24,56,27,39,18,23,39,47,18,32,51,52,42,18,66,20
PGN_RS04050,9,11,12,5,5,3,14,18,2,5,6,6,8,4,10,4
PGN_RS04055,92,73,17,68,172,42,43,72,54,42,47,106,79,85,37,83
PGN_RS04060,121,113,48,104,115,98,47,130,120,113,68,92,109,45,62,69
PGN_RS04065,36,38,35,57,62,36,39,39,21,32,41,30,50,23,46,32
PGN_RS04075,1472,2161,2383,1996,9343,5880,5495,3247,5768,3806,2156,1119,669,499,2178,561
PGN_RS04085,1376,1079,980,758,1318,862,984,1008,1086,757,573,480,863,913,1056,656
PGN_RS04090,932,912,700,589,1214,911,546,705,834,615,379,299,551,751,775,408
PGN_RS04095,640,641,566,520,797,489,533,575,610,478,506,324,444,371,1030,438
PGN_RS04100,1313,1224,1417,852,1329,818,1056,867,1734,1311,1174,811,1226,1227,2594,1076
PGN_RS04105,632,629,626,568,726,478,581,558,527,432,438,438,535,364,802,586
PGN_RS04110,4317,3747,2862,3484,6700,3971,2497,2803,3558,1588,1562,1823,2078,2148,3160,3118
PGN_RS04115,2226,1831,1959,1659,4131,2284,1568,1453,2218,865,812,856,1130,1136,1793,1444
PGN_RS04120,612,810,74,152,21,14,161,0,299,294,9,175,100,270,173,528
PGN_RS04130,4602,4197,3596,3331,4646,3249,3788,3252,4752,2780,3138,3343,3063,3516,5206,3731
PGN_RS04155,4475,6562,4849,3252,5845,5214,4168,2722,3649,2553,3423,2560,2765,3497,4760,3347
PGN_RS04160,399,424,282,288,390,316,279,282,343,249,200,264,483,413,401,507
PGN_RS04165,585,578,861,537,661,509,769,535,542,360,540,578,619,407,954,831
PGN_RS04170,1738,1575,2035,1188,1727,1104,1857,1038,1601,905,1047,1185,1120,1105,1651,1428
PGN_RS04180,20320,15081,14900,5164,18692,13834,14067,8172,22528,14202,8311,5635,10831,12071,12991,4703
PGN_RS04185,265,333,425,194,222,187,491,134,166,149,354,128,244,161,530,254
PGN_RS04190,4369,4274,11217,3202,3642,2619,16044,2758,2947,1826,8585,2121,2328,2605,9474,3019
PGN_RS04195,2288,2078,701,1454,1133,919,704,885,1382,886,600,740,1318,2228,1019,1267
PGN_RS04200,8555,7546,790,8382,3432,1808,372,2900,6771,3846,841,4761,5513,9859,1284,7341
PGN_RS04205,25978,31636,18014,24963,21752,18722,19486,22394,24941,22151,33886,28614,23256,23128,47841,25941
PGN_RS04210,940,862,415,856,422,414,349,498,774,612,413,623,859,804,856,1250
PGN_RS04215,873,596,418,798,411,270,310,589,666,413,580,609,625,807,910,1222
PGN_RS04220,2215,1726,769,1501,1224,886,726,1349,2095,1286,1293,1318,1425,1891,2568,2156
PGN_RS04225,6864,5826,2814,4134,5293,3752,2678,3679,7035,4646,3133,3681,5695,5722,6493,5878
PGN_RS04230,331,309,198,288,311,222,215,426,258,293,295,340,263,206,548,304
PGN_RS04235,1388,1139,777,684,1490,952,882,974,1138,551,711,945,671,805,905,589
PGN_RS04240,1310,1398,898,934,1522,1029,738,937,1297,730,752,707,791,901,1438,920
PGN_RS04245,3399,2718,5645,2761,3737,2440,4740,1998,2814,1491,2085,1404,1964,1793,3186,2441
PGN_RS04255,4414,5683,7297,3064,8298,7767,10281,3787,6314,5014,7575,4791,4270,4565,8094,3570
PGN_RS04260,926,831,713,409,748,460,605,338,817,563,428,360,1193,1005,679,647
PGN_RS04265,3474,3276,3732,2628,3290,2317,2549,1853,3025,2021,1955,2120,2617,3067,5448,3431
PGN_RS04270,3424,3194,2295,3105,2556,1610,2273,2216,2615,1585,2287,2982,2356,2582,3435,3734
PGN_RS04275,887,1352,526,925,2062,1974,470,1477,1822,1981,591,1358,2616,1540,1216,3544
PGN_RS04285,17819,24342,13802,14450,22626,24332,18575,13432,22216,24524,21023,13020,19375,15369,37360,18331
PGN_RS04290,9128,11308,4634,9073,9362,8163,1779,8072,8127,6225,2245,5023,6746,6587,8658,11465
PGN_RS04295,1837,1836,777,1331,1735,1315,413,917,1528,1159,358,676,1500,1424,1815,1829
PGN_RS04300,1738,2030,1228,1763,1676,1567,1277,1504,2073,1500,1647,1816,2379,1653,2966,2755
PGN_RS04305,3165,2274,960,1143,1831,974,781,1161,2633,1918,882,1437,3011,2652,1333,2610
PGN_RS04310,7509,8036,3538,3786,5862,4388,2443,2890,6439,6549,3620,3870,8748,6500,7499,6512
PGN_RS04315,1067,835,1069,547,1294,697,753,384,1011,775,441,468,848,641,1054,719
PGN_RS04320,871,731,712,468,812,499,517,324,540,495,325,319,632,546,785,524
PGN_RS04325,236,199,111,190,262,186,150,194,267,161,169,272,239,202,232,356
PGN_RS04330,132,433,0,118,88,85,142,423,85,499,351,496,612,133,212,394
PGN_RS04335,2256,2290,536,1444,1058,1147,642,1889,2140,1585,1202,2155,1843,2458,1678,1766
PGN_RS04340,321,183,143,128,178,130,136,196,280,131,136,237,195,154,189,241
PGN_RS04345,5548,3991,1195,2769,3112,2235,1933,4031,8228,3547,3185,6869,3844,6147,3357,4659
PGN_RS04350,887,486,414,353,577,357,545,636,1283,404,468,761,549,691,391,662
PGN_RS04355,13078,12938,5845,7075,10876,8529,10327,12703,23371,12891,15292,21150,11246,15392,12053,12109
PGN_RS04360,20498,16533,4224,8623,27602,11879,6170,11696,28221,10996,6659,16610,12317,19127,5984,9412
PGN_RS04370,106,67,302,42,66,59,267,76,57,36,167,73,89,51,265,61
PGN_RS04375,711,733,1316,414,459,482,1137,505,468,504,1513,946,750,473,2480,629
PGN_RS04385,1960,1541,1324,1472,1267,697,1538,1541,2432,937,1901,3752,1580,1848,1981,3762
PGN_RS04390,61,89,41,58,37,41,28,56,54,60,48,106,91,60,79,95
PGN_RS04400,2,0,4,2,3,1,3,1,3,0,6,5,7,3,4,12
PGN_RS04405,19,28,26,15,13,8,43,21,16,18,37,33,57,10,44,22
PGN_RS04410,14,7,48,13,19,7,32,18,6,12,15,10,21,4,15,15
PGN_RS04420,65,91,151,75,42,44,148,80,71,48,194,103,39,36,192,91
PGN_RS04425,22,50,27,24,11,24,33,27,14,23,51,30,51,16,48,35
PGN_RS04430,57,73,77,44,32,91,110,54,52,117,185,83,139,43,313,128
PGN_RS04435,207,224,228,97,116,157,346,149,237,267,408,204,474,238,468,303
PGN_RS04440,1558,1098,1090,519,722,568,1883,1111,1970,1535,2202,2000,2020,1512,2310,1989
PGN_RS04445,1265,226,761,81,330,170,1102,299,1115,423,303,311,659,483,306,382
PGN_RS04450,9356,9310,2369,1400,5336,5133,3846,3840,17905,14449,5086,6236,12964,12245,3205,4198
PGN_RS04455,96,69,46,47,70,54,76,85,180,118,102,186,134,129,114,139
PGN_RS04460,431,265,156,176,261,176,266,196,611,257,313,326,426,427,374,533
PGN_RS04465,6085,5520,807,890,2513,2048,535,1933,5936,2756,1681,3046,3217,6894,1879,3261
PGN_RS04470,15379,15443,3655,8227,11554,7491,5312,8135,17009,11367,6205,13618,16326,15779,9471,14377
PGN_RS04475,853,719,647,478,676,524,1922,705,898,419,2155,1120,542,581,770,519
PGN_RS04480,759,565,566,393,573,451,823,581,858,479,727,712,694,630,953,695
PGN_RS04485,125,103,76,44,121,61,92,90,143,79,119,111,118,112,171,86
PGN_RS04490,953,820,974,919,895,861,799,812,750,638,902,1358,810,668,1339,1589
PGN_RS04495,1038,940,876,629,929,683,801,655,932,639,860,838,710,612,1192,838
PGN_RS04500,1613,1476,696,1004,1048,871,532,727,1297,901,640,766,1257,1234,1240,1068
PGN_RS04505,79,4,52,0,13,26,25,10,9,0,5,8,13,0,35,41
PGN_RS04510,98,90,88,102,2562,1416,5855,7177,6360,1434,8903,11016,110,60,171,0
PGN_RS04515,308,310,324,227,4956,3567,18341,17290,22986,3586,24909,32570,454,206,460,315
PGN_RS04520,61,44,53,29,680,678,3197,3560,4101,760,4304,5398,98,34,81,38
PGN_RS04525,233,211,190,163,1948,1981,8144,9706,13157,1993,13175,18060,268,163,320,191
PGN_RS04530,248,199,262,189,1176,1090,11210,8673,8586,1448,11001,15384,300,146,342,249
PGN_RS04535,640,514,422,406,4164,6211,21865,23613,35287,8645,43950,52284,555,458,936,567
PGN_RS04540,130,317,179,96,492,562,2036,2462,3299,45,2712,4028,102,134,259,83
PGN_RS04545,8284,7249,4810,5743,9208,7298,7280,9073,12066,6311,8442,11147,6623,6719,10009,9830
PGN_RS04555,1926,2102,94,1244,551,1059,22,1283,603,488,379,1396,2344,1697,567,3892
PGN_RS04565,1537,561,412,1312,890,1046,269,2285,838,951,2615,4778,355,345,1413,1465
PGN_RS04570,42,27,20,18,33,20,27,33,35,26,45,48,42,31,55,45
PGN_RS04575,166,193,66,100,225,207,82,111,182,115,150,157,178,123,164,90
PGN_RS04580,24,28,17,14,23,4,12,21,16,9,12,34,48,15,22,19
PGN_RS04585,405,328,202,395,497,374,273,528,323,326,609,761,341,288,506,460
PGN_RS04595,9,9,8,5,6,5,5,5,8,1,10,6,7,5,13,5
PGN_RS04605,9915,11462,9321,7535,12367,9368,7507,4648,8228,7116,4769,2869,6334,6513,11316,6801
PGN_RS04620,961,605,575,876,1036,365,590,796,1029,404,743,2199,430,993,709,2094
PGN_RS04625,1798,2502,1986,1381,1960,1584,2375,1652,1932,1864,1930,2239,1553,1607,2167,1274
PGN_RS04635,498,606,2302,842,612,482,2577,789,481,272,1447,765,366,256,1980,653
PGN_RS04640,100,91,363,109,95,84,447,112,68,67,192,96,136,45,212,142
PGN_RS04645,189,207,664,328,224,145,828,316,86,106,535,236,153,105,705,245
PGN_RS04650,570,391,370,501,381,212,408,415,643,223,459,759,497,551,546,934
PGN_RS04655,2953,2780,2464,1659,3033,2534,3752,2033,4280,3366,5355,4362,3249,2732,5230,3614
PGN_RS04660,4,1,0,2,3,7,2,2,0,4,0,1,3,4,4,1
PGN_RS04665,7851,9236,4359,5519,6640,5139,3072,4709,6361,4205,2367,2917,6004,6948,5446,6021
PGN_RS04670,988,607,1021,703,823,403,724,446,693,312,315,361,417,361,568,627
PGN_RS04680,3507,3381,2119,1783,4199,2779,1879,1562,3574,2039,1131,1002,2156,2635,2041,1699
PGN_RS04685,2199,2399,2165,1547,3031,2191,1660,1367,2274,1120,1010,889,1594,1421,1876,1673
PGN_RS04690,1315,1134,1166,909,1563,937,1128,1005,1453,832,1083,1103,1023,742,1442,882
PGN_RS04695,2314,3367,2458,1683,4373,3271,1664,1036,1460,1487,840,460,1513,1153,2325,1047
PGN_RS04700,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,1
PGN_RS04705,460,445,278,218,330,236,356,270,402,398,403,251,602,380,573,358
PGN_RS04715,388,428,373,512,491,377,483,520,441,364,559,746,464,283,809,648
PGN_RS04725,487,290,270,281,494,254,237,316,456,234,246,325,231,227,458,297
PGN_RS04730,111072,150950,41420,51502,136156,113940,46268,60530,101340,91510,39237,37015,90783,108522,56136,38561
PGN_RS04735,236,182,290,159,205,108,210,248,166,100,222,176,192,73,419,390
PGN_RS04745,2235,1820,1605,1602,2182,1285,1320,1206,2235,1361,1056,1195,1757,1557,2081,2192
PGN_RS04750,8106,7392,4026,6468,7242,5050,3763,5552,6282,3903,5043,5859,4778,6025,7346,6990
PGN_RS04760,1781,1671,664,1128,944,718,576,894,1619,1033,705,1131,1610,1641,1259,1849
PGN_RS04765,5077,3375,1409,2734,3495,2187,1518,2438,5453,2816,2298,2713,2936,4630,3408,3727
PGN_RS04770,2477,1616,1462,1682,1667,1049,1280,1649,2161,1212,1367,1984,1465,1681,2340,2209
PGN_RS04780,1033,786,1082,548,823,568,900,523,854,547,476,471,1023,873,837,875
PGN_RS04800,2159,2435,1132,1282,2680,2194,1634,1368,2436,1782,1687,2004,1828,2197,2030,1550
PGN_RS04805,1426,867,1326,1301,1376,685,1191,1007,1192,517,1042,1328,707,564,1066,1493
PGN_RS04810,8211,9567,4531,4743,12599,9440,6034,5886,14204,9378,7637,7964,7497,7939,6992,5543
PGN_RS04815,2418,2176,1427,2118,2453,1731,1748,1933,3246,1650,2600,3342,1822,1786,2691,3031
PGN_RS04820,1171,1169,402,630,1257,711,354,905,978,569,957,1837,708,746,681,955
PGN_RS04825,147,96,89,118,107,76,113,173,94,77,158,203,128,88,167,177
PGN_RS04830,2091,1920,1336,2022,2067,1377,1179,1216,1696,1062,945,704,1476,1324,1800,1826
PGN_RS04835,5432,5136,2688,4061,5875,4133,2931,3272,6117,4414,4236,2913,3043,4432,7296,4320
PGN_RS04840,2137,1677,1903,1629,2234,1371,1465,1325,1728,1076,883,827,1120,1425,1662,1554
PGN_RS04845,1718,1181,1032,1373,1478,855,728,919,1508,819,720,808,838,990,1245,1465
PGN_RS04850,1513,1432,887,1106,1446,1092,651,1048,1461,1195,780,710,1043,1059,1560,1219
PGN_RS04855,8313,5533,3805,3677,3011,2542,10077,8709,14621,6434,11792,18224,8899,11034,7563,9960
PGN_RS04865,1510,1306,2929,1253,1315,847,3545,1061,1193,688,1942,1023,676,828,2441,1096
PGN_RS04870,1114,1359,2273,843,1433,1129,2434,671,1171,533,1490,554,502,655,1700,741
PGN_RS04875,2911,3628,3526,2031,2781,2168,4511,2043,2716,2094,4358,1966,2470,2276,4165,1870
PGN_RS04880,9345,9607,19400,6246,10819,7430,24791,7336,6723,4098,13630,4569,4006,4231,13197,4518
PGN_RS04890,1035,1030,1331,612,1068,588,1711,675,633,322,936,379,423,604,920,478
PGN_RS04895,6266,5758,8419,5537,6424,4993,9817,7768,4861,3570,10268,7031,3028,3847,13456,6497
PGN_RS04900,3463,3810,4969,1878,4339,3901,5022,2610,3400,2735,3329,2177,2354,1907,3911,1621
PGN_RS04910,1419,1228,1769,1089,1195,855,1898,1091,991,683,1627,1199,953,887,2264,1281
PGN_RS04915,4695,3939,3278,2155,6296,4081,4033,2621,5666,3567,3154,2772,2847,3580,2824,2229
PGN_RS04920,4262,4012,3934,2685,5213,3696,4284,2918,4955,3273,4525,3418,2613,2778,4776,2627
PGN_RS04925,1685,1343,1223,1045,1420,1041,1414,1178,1595,1063,1562,1284,952,930,1550,1006
PGN_RS04930,1552,2265,877,1050,1457,1339,1199,1317,1752,2571,2584,2027,1855,1199,2179,1388
PGN_RS04935,0,1,1,0,1,0,0,0,1,0,1,0,2,0,1,0
PGN_RS04940,19,9,17,11,23,18,16,44,11,11,12,30,59,11,26,19
PGN_RS04945,307,139,382,153,160,121,1466,316,408,306,1914,1037,378,467,622,326
PGN_RS04950,884,934,733,1320,962,630,938,1097,1129,941,1759,3058,1094,679,1820,2775
PGN_RS04955,1081,915,814,592,1127,793,819,477,1046,635,420,410,735,658,770,609
PGN_RS04960,5017,5191,4478,3882,4784,4391,4186,2899,3908,3630,3311,2475,3257,3335,5806,4507
PGN_RS04965,2139,1829,1261,1303,2210,1455,1217,838,1840,1172,1432,925,968,1209,2221,1250
PGN_RS04970,863,982,575,941,1700,1522,1148,1281,1400,1016,1133,2487,981,1031,1306,1248
PGN_RS04975,3433,3412,2156,1601,4279,3588,3553,2017,4554,2985,3614,2320,2511,2634,3436,1716
PGN_RS04980,741,592,686,474,624,421,599,410,623,380,576,417,624,538,995,544
PGN_RS04985,92,155,105,81,205,154,55,135,199,139,48,105,128,63,71,158
PGN_RS04990,2140,1906,1634,1204,2950,1451,2412,2729,4333,1089,1961,3022,1092,1381,1279,1228
PGN_RS04995,1240,851,712,486,1077,694,1199,1677,1461,626,999,1473,644,782,695,519
PGN_RS05000,620,557,374,496,666,444,652,571,816,544,917,942,641,541,957,760
PGN_RS05005,2197,1592,788,1178,1343,1017,1059,1625,2312,1439,1547,1927,1566,1592,1674,1438
PGN_RS05010,3018,2872,1579,1751,3781,3160,1699,1740,2998,2340,1765,1392,2000,2220,2581,1553
PGN_RS05015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PGN_RS05030,4232,5407,4829,5479,2964,2506,3235,3645,2575,2315,3446,3376,3075,2603,5164,5945
PGN_RS05035,940,798,481,487,541,441,337,404,646,524,312,401,718,842,691,607
PGN_RS05045,1781,1258,455,981,676,463,366,911,1533,974,634,978,1355,1645,1449,1976
PGN_RS05050,1589,1194,727,1303,770,531,635,1279,1199,746,741,1091,1050,1050,1561,1621
PGN_RS05055,2277,1784,1063,1810,1171,932,948,1574,1845,1218,1188,1678,1517,1560,1854,2193
PGN_RS05060,14817,12949,5499,7809,10393,7330,4987,9311,13439,8264,4892,9439,9693,13082,8952,9436
PGN_RS05065,3739,2764,2515,2374,3009,1998,2391,2773,3749,1611,1824,3155,1876,2609,2710,2774
PGN_RS05080,151,267,74,28,37,38,0,43,327,0,107,35,285,0,108,64
PGN_RS05085,3776,4098,2264,2546,5755,4386,2621,2679,4022,2827,3359,3182,2476,2833,3693,2448
PGN_RS05100,1257,1074,415,1232,740,470,711,1332,1248,701,1226,3041,930,1143,730,2104
PGN_RS05105,819,921,394,632,771,681,334,714,837,647,371,907,681,752,646,1040
PGN_RS05110,555,279,68,216,731,199,111,62,593,261,183,399,281,375,101,139
PGN_RS05115,220,315,225,190,174,190,306,338,335,346,660,833,425,245,427,631
PGN_RS05120,34,28,43,27,24,14,40,38,50,50,55,83,82,30,77,168
PGN_RS05125,27,30,66,25,20,15,124,41,44,69,188,156,115,49,126,130
PGN_RS05130,47,47,53,40,38,30,48,62,71,97,119,162,162,75,84,173
PGN_RS05135,61,44,20,38,5,20,38,58,88,108,87,189,179,112,54,244
PGN_RS05140,580,680,124,214,131,208,208,403,859,1073,413,942,1553,1077,294,1017
PGN_RS05145,95,69,41,57,40,37,69,85,155,106,186,331,165,102,162,329
PGN_RS05150,110,133,63,148,53,49,96,157,168,218,332,578,218,123,246,551
PGN_RS05155,480,424,247,454,390,304,269,484,648,511,593,1231,770,682,629,1578
PGN_RS05160,1025,887,769,968,934,613,784,1044,706,519,1299,1367,886,790,1405,1035
PGN_RS05165,244,220,211,149,230,199,250,165,217,166,312,303,274,242,292,320
PGN_RS05175,755,730,684,596,878,618,715,535,725,511,726,610,632,503,917,665
PGN_RS05180,12916,13417,8108,10018,12026,10173,7589,9518,13935,12684,8620,10674,13187,10199,18399,10824
PGN_RS05185,2834,1980,879,1272,2495,1420,1942,1981,3983,2054,2413,3861,2296,3067,1894,2034
PGN_RS05200,80,70,63,81,110,59,104,79,83,55,107,122,63,45,118,115
PGN_RS05205,115,98,81,128,139,112,137,133,145,73,131,147,101,82,144,123
PGN_RS05215,833,795,653,580,543,459,449,436,352,296,474,248,451,521,990,434
PGN_RS05220,2683,2814,1937,2283,2133,1551,1200,1487,2173,1274,1527,1309,2096,2249,3611,2404
PGN_RS05225,1734,1433,1723,1130,1252,1064,1729,1059,1362,1093,1319,1159,1452,1229,1964,1355
PGN_RS05230,4242,5442,7232,3489,4915,4099,7923,3452,3325,2825,6784,2844,2826,3174,8043,3525
PGN_RS05235,1854,2265,10861,2506,2134,1452,12164,2373,1178,983,8705,1681,957,935,8723,1867
PGN_RS05245,2071,2705,2000,2919,2669,2465,2156,2214,2456,1551,1905,2160,1654,1396,2524,2554
PGN_RS05255,1623,1484,1164,1513,2356,1443,1550,1465,2317,1149,1469,1896,1279,1486,1870,1686
PGN_RS05265,316,279,295,131,207,154,168,149,146,125,248,88,184,143,428,141
PGN_RS05270,723,600,1021,524,419,316,818,488,407,324,1045,433,496,411,1673,677
PGN_RS05275,4030,3765,7027,3089,2573,2147,8591,3538,3884,2177,8425,3883,3377,3318,7829,4743
PGN_RS05280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PGN_RS05290,936,872,836,715,749,598,1255,751,860,470,986,624,1162,1004,1106,1311
PGN_RS05295,451,420,948,537,450,351,1289,689,391,244,1124,498,491,363,1434,856
PGN_RS05300,8569,13888,25206,8617,9711,8732,33289,13259,6892,4121,31926,7741,4471,5779,26480,6985
PGN_RS05305,1366,643,543,594,1410,728,923,840,1705,652,707,1373,808,1089,801,965
PGN_RS05315,683,549,479,762,701,493,754,798,826,385,1276,1816,479,715,800,1718
PGN_RS05320,2336,2064,3159,1120,2401,1764,4595,1697,1820,1229,2179,1513,1149,1409,2126,896
PGN_RS05325,11190,6832,2243,5769,9797,4476,3420,8128,14157,5292,6502,12560,5417,8717,6075,9530
PGN_RS05335,367,363,241,228,470,333,159,326,252,257,273,343,277,207,502,317
PGN_RS05340,981,662,309,588,777,430,628,845,1225,509,1013,1588,777,1020,847,1263
PGN_RS05345,2967,2258,3653,3582,1955,1437,4711,3097,2970,1693,2350,2609,2233,2205,5641,4684
PGN_RS05350,6287,4687,6012,3211,4267,3103,6803,3490,6367,3239,2881,2557,4337,5393,4783,4968
PGN_RS05355,150,200,148,169,208,128,160,213,402,71,285,631,216,334,202,231
PGN_RS05365,3498,3487,4822,2135,2983,2823,6481,2830,4269,3483,4189,2294,3801,2999,6437,3089
PGN_RS05370,475,446,548,398,361,209,609,544,378,273,627,384,318,406,1350,918
PGN_RS05375,7430,5561,6416,3054,5034,2754,6330,3158,7561,3502,2889,2429,4606,5653,4864,4345
PGN_RS05380,1109,852,569,629,649,418,427,452,870,389,359,410,667,901,749,879
PGN_RS05385,36323,48630,17330,18950,45859,46795,31448,31702,58019,45902,48027,47759,30648,41684,35375,20649
PGN_RS05390,1391,365,965,379,1479,356,1322,664,1542,360,566,803,338,328,455,517
PGN_RS05405,995,884,918,678,895,632,874,555,728,477,1525,642,631,628,1536,694
PGN_RS05410,1055,978,1507,1010,706,508,2017,1033,898,607,2000,1495,901,810,2321,1377
PGN_RS05415,4256,2874,2210,1834,4017,3259,3315,2869,5992,3653,2459,3923,3689,3344,2590,2780
PGN_RS05425,8086,8170,3315,5897,4966,4241,2085,4161,4578,3295,2473,4358,5228,6422,5725,5947
PGN_RS05430,724,591,446,657,554,334,524,573,848,252,570,1439,551,815,538,1431
PGN_RS05435,889,883,635,1083,1024,876,788,830,1010,644,883,1034,852,671,1423,1462
PGN_RS05440,388,261,363,215,370,228,286,219,410,232,272,299,350,210,376,261
PGN_RS05450,1400,1592,979,952,1384,1124,1129,958,1211,1161,1251,1032,1075,1060,1874,1012
PGN_RS05455,236,251,215,181,131,80,179,166,232,163,257,308,221,195,273,265
PGN_RS05460,1867,1713,1036,1519,1594,1175,1357,1612,1920,1009,1279,1945,1150,1607,1931,1502
PGN_RS05465,5270,5053,2519,2404,4522,3380,3370,3026,5558,3859,2797,3132,3758,3899,3379,2329
PGN_RS05470,348,211,232,153,286,201,235,202,314,165,156,248,260,175,233,266
PGN_RS05475,636,407,213,313,688,413,255,462,667,340,465,499,384,428,606,442
PGN_RS05480,987,985,650,1347,1112,874,980,1266,1053,762,1472,2057,787,710,1893,1615
PGN_RS05495,771,786,479,523,424,349,882,605,828,965,1724,1148,1182,732,1482,1132
PGN_RS05500,1041,1120,514,869,611,520,786,718,1102,878,1342,1320,1026,1245,1234,1109
PGN_RS05510,7245,5843,4875,3979,6289,4037,5708,4795,8184,4338,4331,6209,4978,5325,5167,4870
PGN_RS05515,4052,3973,1987,2732,4927,2809,2437,3508,4913,2919,2952,4288,2784,3033,3469,3367
PGN_RS05520,1706,1148,1167,1074,1096,684,846,760,1274,706,579,964,910,1075,1216,1330
PGN_RS05535,2410,2415,1275,2086,2310,2342,1358,1690,2856,1935,1482,2583,2075,2414,2729,2835
PGN_RS05540,9392,8882,4054,4355,8039,6290,3953,4602,8789,6786,3246,5809,7512,8532,5541,4687
PGN_RS05545,1500,653,1404,558,843,501,1178,563,922,478,625,778,763,673,679,861
PGN_RS05555,731,280,540,221,328,157,777,388,520,265,240,425,511,358,360,483
PGN_RS05560,4229,3402,2252,2540,4451,2963,3139,2604,5899,2702,3808,6077,2842,3385,3292,3734
PGN_RS05565,293,278,139,184,92,161,190,215,291,360,346,506,438,283,354,514
PGN_RS05570,259,280,339,329,291,192,389,332,355,166,680,1054,249,205,480,709
PGN_RS05575,9334,7997,9127,3966,10099,7163,8760,3686,7184,5039,4313,2882,4622,5556,5616,3531
PGN_RS05580,53663,78310,27367,23891,84048,81617,26043,23696,51430,60778,23485,13651,46486,54696,38007,17352
PGN_RS05585,7761,6960,8410,3960,13044,8084,6809,3535,9798,5001,5047,2537,3967,5230,7365,4128
PGN_RS05590,2103,1328,2175,1142,1854,966,1623,742,1367,807,713,581,1333,907,1483,1579
PGN_RS05600,3075,3629,1893,2000,3945,3117,1312,1250,3037,2124,973,973,2372,2941,2224,2007
PGN_RS05605,906,696,1230,736,906,548,684,493,757,456,554,439,616,614,1223,1014
PGN_RS05610,3150,2458,2355,1821,2885,2117,1480,1431,2949,1697,1391,1240,2209,2443,3674,2499
PGN_RS05615,486,247,424,258,426,250,380,176,501,202,155,174,390,305,313,403
PGN_RS05620,690,437,1180,296,589,461,917,273,685,390,248,239,513,431,500,433
PGN_RS05625,7691,7176,10643,5844,10485,6026,8058,4386,10534,6153,4677,3766,4669,5849,10690,5833
PGN_RS05630,3674,3299,2085,1728,4049,2992,1332,1570,3677,2621,1022,1291,2597,2148,2840,2186
PGN_RS05635,951,782,863,806,885,635,739,541,1091,531,569,632,762,677,1011,1229
PGN_RS05640,3976,4673,2820,5313,3121,3107,3087,3523,4732,3865,4532,5120,3108,3590,7046,5920
