"gene_id","MOPS.2.hr...M.2.1","MOPS.2.hr...M.2.2","MOPS.2.hr...M.2.3","Lignin.2.hr...L.2.1","Lignin.2.hr...L.2.2","Lignin.2.hr...L.2.3","MOPS.20.min...M.20.1","MOPS.20.min...M.20.2","MOPS.20.min...M.20.3","Lignin.20.min...L.20.1","Lignin.20.min...L.20.2","Lignin.20.min...L.20.3"
"accA",2207,3432,2896,4610,4136,4593,6024,6676,7195,8676,7513,7849
"accB",510,437,319,631,647,651,1395,1348,1388,1244,1178,1311
"accC",2122,3387,2739,5087,4288,4598,7646,9243,8753,9363,7787,8025
"accD",1473,2500,2101,3649,2897,3095,4160,4690,4546,6286,5135,5253
"ackA",8510,9210,8153,5849,7891,8762,8827,11320,11907,16727,11333,11358
"acpD",55,53,47,117,167,159,86,77,73,161,854,812
"acpP",3375,4797,3713,10248,7453,8743,5699,6882,8883,7260,5106,5381
"acpS",241,341,258,667,752,654,1149,1195,1180,1096,800,938
"acsA",1834,9941,7703,14825,16074,18722,5850,7147,6529,3841,2579,2123
"acuA",199,440,301,734,1492,1614,263,213,305,524,375,356
"adhA",21735,76568,62875,12391,7522,8322,4428,2974,696,4766,1388,1212
"adhE",2297,5971,5195,2588,2065,1870,967,460,264,913,941,686
"adk",11719,15534,13397,22308,27470,27751,27132,51729,55527,44991,54792,50550
"agrA",70909,77585,69983,60196,62316,71630,5613,5629,7931,13227,5243,6412
"agrB",61382,76419,61196,67998,52654,57956,4334,4399,6233,10180,4205,5051
"agrC",82925,60925,56779,48480,58323,66734,6659,5820,9018,13213,5814,7404
"agrD",755,549,517,557,590,662,47,55,89,123,41,89
"ahpC",7138,6317,6075,10371,14649,16609,17071,16501,14509,35828,37921,38235
"ahpF",15906,26739,22990,49309,46463,51834,38619,43409,36072,108187,107196,99149
"alaS",4174,4454,3823,8040,9496,9294,8221,10289,9073,22074,16886,17500
"ald1",5662,15687,12940,6861,3371,4332,6114,9028,7054,4898,3767,3359
"ald2",243,263,235,127,103,100,278,181,46,172,167,104
"alr",889,1034,825,1954,2404,2361,4019,4169,3924,3774,2742,2885
"appC",26,70,76,137,158,155,148,178,310,247,333,299
"appD",7,29,34,64,91,60,78,99,202,128,221,234
"appF",45,49,36,83,127,119,112,109,206,182,253,255
"apt",425,747,579,1260,679,901,1054,1369,1144,1875,1637,1584
"arcA",62,210,161,69,89,41,674,374,94,368,438,359
"arcB",68,260,225,158,155,84,620,445,147,411,545,406
"arcC",11,0,0,23,29,16,143,274,646,0,138,122
"arcD",0,0,0,0,0,0,0,0,0,0,0,0
"argC",60,106,65,166,250,203,57,79,117,147,356,252
"argG",298,1007,743,752,1139,782,1341,2331,5121,870,998,1059
"argH",517,854,805,1016,1725,1469,2028,3280,6418,1266,1419,1489
"argJ",95,105,83,318,497,431,149,175,219,310,573,454
"argR",546,357,235,521,840,815,1301,1221,1168,481,589,667
"argS",1160,1802,1513,1826,1885,2414,3461,3628,3575,4164,3569,3606
"arlR",694,736,594,1501,2085,2009,766,801,576,1450,1541,1648
"arlS",1718,1537,1224,2502,3670,3495,2169,2087,1407,2927,3102,3140
"aroA",834,1021,902,2078,2774,2647,2516,3065,2744,4937,3739,3465
"aroB",470,770,587,1783,2110,2090,1565,2172,1664,3155,2540,2441
"aroC",489,1030,816,2075,2358,2264,1458,2089,1537,3162,2461,2145
"aroE",316,248,223,630,643,653,1309,1626,1870,2038,2370,2493
"arsB1",211,193,173,444,626,544,447,452,789,697,1474,1396
"arsB2",25,58,45,56,66,62,82,82,109,74,221,150
"arsC",181,238,204,250,284,327,239,278,444,461,728,637
"arsR1",15,14,16,49,75,72,55,54,102,66,234,229
"arsR2",7,17,5,10,12,9,12,6,11,22,22,44
"asd",352,655,484,2459,4048,3983,2647,3297,2056,1809,1773,1554
"asnC",4929,4668,4210,4838,4984,5598,5784,6143,5760,12114,6073,6925
"asp23",138186,225853,191795,344741,325010,368855,131090,92074,92409,185756,82712,75999
"aspS",2810,2837,2467,4942,5876,5707,5275,6206,8380,14273,12750,13361
"atl",11719,10716,9767,31294,53343,53737,14375,14314,17550,61626,65245,54953
"atpA",13071,15156,13847,21174,23218,29185,44604,52476,55408,41885,27033,28562
"atpB",8846,9638,8382,10943,11836,13634,23895,26513,26433,20541,13192,14046
"atpC",9022,15263,12837,10716,10002,12513,14006,17900,16317,13824,7888,8367
"atpD",36545,68661,58556,58008,51175,61249,68189,87452,80687,74480,43156,44301
"atpE",989,2039,1685,2159,1716,1918,3142,3443,3801,2717,1582,1528
"atpF",4407,5732,4692,9419,8278,10249,16694,19159,19890,15526,9575,10017
"atpG",11832,11870,11480,12287,15834,19340,30504,34978,35793,28921,18962,21004
"atpH",3819,3452,3102,5497,6295,7472,14377,15975,17172,12215,8237,9095
"atpI",3628,4393,3573,4909,4541,4987,9124,9605,9407,7028,4385,4791
"aur",82,294,225,304,450,503,366,660,449,214,351,335
"bbp",22,74,68,87,83,118,31,16,27,216,219,213
"bfmB",5748,7827,6564,7752,7309,7676,10221,11889,10450,10576,9063,9196
"bfmBAA",2468,4403,3677,6059,5278,5247,6777,8231,6756,6697,5352,5313
"bfmBAB",2205,3137,2574,4038,4002,4317,5751,6404,5800,5728,4834,4898
"bfmBC",2014,3302,2671,4316,3892,3938,6945,7756,6054,4525,3527,3694
"bglA",620,1103,898,1872,1587,1390,855,1067,1032,2128,1469,1309
"bioA",2,46,28,24,13,27,45,58,50,28,132,63
"bioB",39,85,83,194,243,209,97,125,69,181,317,223
"birA",228,459,288,698,818,763,1547,1831,1290,676,1022,939
"blaI",14,62,35,92,69,104,163,171,260,138,198,362
"blaR1",108,133,126,274,351,355,640,694,819,488,962,1450
"blaZ",932,1045,804,3104,3955,4058,2197,1851,3164,4126,3582,5972
"ble",0,0,0,0,0,1,0,0,0,0,0,0
"cadA",1720,2686,2247,4721,4757,4533,2628,2287,3342,5976,7953,6373
"cadC",58,77,59,157,136,166,114,103,175,223,417,335
"cap8H",373,209,216,1969,1627,1537,116,131,84,152,275,217
"cap8I",289,278,170,3633,1897,1827,201,200,154,258,449,377
"cap8J",147,139,107,1173,692,684,66,97,96,156,225,172
"cap8K",281,154,142,1365,1086,1114,197,179,162,324,413,368
"capA",849,627,485,4085,4366,3712,117,100,71,145,165,141
"capB",703,701,622,5296,5031,4354,108,166,101,150,200,186
"capC",577,479,382,3395,4353,3934,119,149,106,130,190,148
"capD",1160,1767,1310,13484,9703,8928,291,341,220,295,505,349
"capE",696,864,664,7462,4918,4511,144,204,118,211,332,256
"capF",774,733,542,6120,4284,3967,136,160,109,193,419,333
"capG",652,599,461,5588,3776,3238,180,245,94,274,426,338
"capL",393,368,295,2171,1708,1717,328,314,306,541,722,640
"capM",322,336,266,1443,1012,988,195,229,216,378,409,394
"capN",452,428,373,1611,1594,1593,379,376,325,690,805,702
"capO",790,1018,824,3119,2565,2636,705,609,528,1103,1209,1054
"capP",710,1117,953,2726,2312,2339,859,917,693,1188,1462,1090
"carB",1993,66246,56919,6740,5168,4590,12821,34568,152977,20694,41503,55094
"cbiO_1",263,368,332,692,1206,1282,1761,2057,1524,1800,2028,1957
"cbiO_2",178,388,321,706,975,1014,973,1283,866,1173,1514,1424
"ccpA",2018,3166,2461,3708,5920,6075,4286,5126,3574,6049,4144,4347
"ccrA",0,0,0,0,0,0,0,0,0,0,0,0
"ccrB",0,0,0,0,0,0,0,0,0,0,0,0
"cdd",505,1054,846,871,824,847,1072,1380,958,834,655,584
"chp",38,40,38,53,38,30,91,77,121,57,485,447
"citB",9674,23227,19760,13752,18816,19221,21327,31959,18373,15815,16969,15912
"citC",5956,21247,17723,13523,16492,17041,24061,31447,17660,8040,6831,6041
"citZ",3805,17528,13513,16180,14404,15617,18130,23554,16821,7292,5538,4856
"clfA",106924,191914,170117,411123,541417,524364,46778,32991,37757,138689,66944,59454
"clfB",5246,7554,6627,18927,27524,27361,32553,50321,45138,47691,42231,40034
"clpB",5690,16938,13901,12651,17057,8348,48031,32764,35003,11422,16035,34083
"clpC",5711,16616,14125,14326,18638,14759,65384,50715,43399,18254,36371,62044
"clpL",12858,10460,9010,8036,4605,4473,2376,846,640,4199,5083,5957
"clpP",6270,10227,8689,9894,15000,15627,25788,17992,21350,13345,16608,24513
"clpX",3599,4323,3554,6009,6522,8473,9857,12986,14173,14956,16221,16947
"cmk",156,210,172,190,312,330,320,463,445,344,667,536
"cna",3325,4313,3847,1187,1550,1561,21802,26636,30373,7367,3559,3424
"coaD",263,399,303,345,441,397,678,817,733,822,1043,1018
"coaE",469,634,495,733,1167,1133,2219,2475,1576,1349,1240,1251
"codY",5650,9872,8103,7534,6106,7236,10570,12078,8465,6825,5794,5816
"copA",1714,3325,2909,3011,4544,3995,3474,4086,3644,4646,4212,3846
"crtM",1775,2593,1908,7665,6737,7096,1838,1483,1135,2126,1206,1041
"crtN",4608,5340,4265,15317,12595,14442,3973,3666,2412,4584,2588,2259
"csdB",5987,7743,6521,14816,18463,17762,18760,21974,19429,36422,32341,30218
"cspA",11129,6187,5283,6558,8395,10494,9574,6772,10034,10554,3971,3732
"cspB",2145,3576,2865,18729,22888,24262,14763,20046,26156,22060,18091,17777
"cspC",5458,14153,11377,17376,19476,30696,13563,16237,21006,12429,5805,6353
"ctaA",3373,4901,4200,3149,2511,3230,2473,2423,2899,4624,3678,3520
"ctaB",3380,4860,3740,4674,3851,4795,4793,5359,4652,6132,7119,7507
"cudA",198,1270,1061,4650,2204,3403,367,385,260,954,1233,1227
"cudB",172,1248,1077,5305,2918,3746,381,352,451,1206,1400,1325
"cudT",282,900,657,2964,1603,2374,440,566,849,828,1176,991
"cycA",1845,3904,3073,8754,13002,14113,14720,18690,22070,13724,14206,14451
"cysE",542,916,681,2012,2382,2191,2846,2609,1683,3318,2083,1989
"cysJ",228,407,295,533,824,782,827,926,688,1507,2604,2580
"cysS",1653,2062,1614,4503,5172,5215,7373,6973,4466,7354,4542,4687
"czrA",38,55,23,27,46,32,48,37,58,78,346,307
"czrB",225,344,283,306,282,276,329,196,333,572,1589,1355
"dal",120,149,123,671,996,1172,1191,1563,944,732,666,625
"dapA",406,522,483,1661,3455,3440,2705,3198,1964,1563,1360,1356
"dapB",397,830,613,2565,3353,3393,2354,3318,1679,1469,1077,1048
"dapD",414,895,677,2810,3246,3293,2304,3087,1539,1291,959,796
"dat",1582,1836,1525,4414,6653,7354,7689,8275,7574,6401,4414,4758
"ddh",104714,124333,111928,64617,55717,67400,67815,29497,11743,59187,14421,16767
"ddl",1214,1363,1076,2650,3323,3527,8297,7944,7666,7663,6583,6490
"def_1",378,469,372,708,787,834,2223,2166,2063,1628,1912,1970
"def_2",85,155,109,151,147,208,223,304,215,300,687,554
"deoC1",3342,7010,5618,6286,5465,5811,8473,8541,8947,7842,5631,5185
"deoC2",1708,3961,3356,3675,3993,4546,5183,6137,4477,3649,2145,1868
"deoD",2786,4263,3552,5068,6403,7852,12781,12079,12043,11524,6995,7423
"deoD1",428,673,471,170,123,105,333,550,153,260,390,307
"dfrB",1430,1222,976,2796,4336,4112,2529,2613,2139,4269,3901,3628
"dinR",6634,12723,10446,10045,16404,14687,10561,11093,10312,11460,7732,7339
"dltA",2214,2526,2250,4295,6419,7156,6555,8267,11977,6234,5466,5527
"dltB",1756,1787,1597,2495,3438,4004,6994,8774,14588,5398,4582,4879
"dltC",353,235,221,342,506,581,1138,1373,2361,728,611,654
"dltD",3155,3124,3035,3516,5180,5935,10143,14446,22792,7162,6083,6082
"dnaA",2694,4151,3576,2432,3024,2866,8477,10253,7272,4608,5258,5365
"dnaB",2042,2860,2477,4813,7973,7766,7536,8112,7222,10578,7766,7051
"dnaC",2777,3511,2922,7911,9654,9588,15488,19444,17684,16179,11245,10243
"dnaE",3794,4394,3648,9112,9839,9541,13907,15649,11280,10034,8592,8365
"dnaG",2391,2275,1870,3023,3152,3361,8012,7050,5549,4505,6497,6126
"dnaI",1470,2731,2208,4829,6309,6746,5965,6734,5696,8401,5361,4887
"dnaJ",2339,5763,4778,5752,5488,4346,11412,11255,13065,5879,12847,16369
"dnaK",19977,53130,46020,30335,35907,27702,88537,79709,78843,30524,59054,90376
"dnaN",2528,3889,3403,2611,3591,4219,8562,10617,7522,4302,5070,5179
"dnaX",1346,2226,1788,3020,3530,3403,6106,7009,5804,5800,5043,4783
"drm",11791,22663,19022,17773,17726,18148,24914,25566,23184,22443,15119,14692
"drp35",133,314,241,307,252,200,231,344,168,159,703,486
"ebh",1035,1007,868,2384,3571,3279,1455,1498,1657,2636,6886,4267
"ebpS",11582,25108,21289,31294,44814,45214,21083,19246,20395,28341,18590,17790
"efp",5832,4749,4270,5552,6228,9300,6970,7992,9355,12744,5557,7321
"engA",1606,3531,2696,4859,5437,5907,8464,10265,10081,8866,7663,7455
"engB",156,230,169,217,159,162,358,476,527,470,646,628
"eno",96776,172802,156498,131367,149421,172497,153623,134894,140177,177057,142950,142228
"era",3127,4818,3925,3930,3723,3727,4511,5616,4257,3781,2458,2437
"ermA1",0,0,0,0,0,0,0,0,0,0,0,0
"ermA2",0,0,0,0,0,0,0,0,0,0,0,0
"est",837,958,712,3846,4370,4431,3368,3724,4033,4093,5290,4613
"eutD",11302,13540,11922,9929,10065,10800,11611,11519,10761,17943,9578,9846
"fabD",4053,5798,5209,5870,4896,5517,11871,17697,19413,6876,6883,8112
"fabF",5793,10627,9217,9358,8794,10464,19781,31581,28991,12698,13930,13603
"fabG",4940,10397,8372,7489,5758,6812,10016,15745,16821,7597,7319,8237
"fabH",1949,3314,2692,2679,1672,2075,7983,12033,11080,4306,5251,5845
"fabI",2553,4728,3884,6350,5768,6705,9158,10271,11215,11496,9290,9577
"fabZ",3974,4277,3715,5148,4728,5088,3498,3949,2480,5195,3508,3036
"fadA",119,356,310,1715,2093,1395,141,183,152,248,388,252
"fadB",150,615,487,3211,3441,2488,196,246,188,349,446,334
"fadD",0,0,0,0,0,0,0,0,0,0,0,0
"fadE",75,0,0,0,0,6,67,25,0,0,8,4
"fadX",476,1454,1221,9154,13964,16328,543,381,508,576,441,388
"fda",24100,37654,34742,46568,52364,65524,34740,21462,26546,51610,45933,44788
"femA",1859,3174,2483,5039,5685,6359,8651,8561,7178,5047,5867,6493
"femB",4428,4745,4398,6698,8681,9188,14552,14638,12254,9010,10308,10641
"ffh",3912,5855,5273,5051,5341,5529,7396,9105,8664,9392,7631,7591
"fhs",4881,11527,9818,9740,6418,8542,6390,9020,4110,3450,2392,2189
"fhuA",289,566,407,1288,1546,1891,1072,1480,908,2366,2727,2139
"fhuB",273,293,256,1343,1484,1663,961,1190,1080,2382,2647,2096
"fhuD",425,485,376,2241,2563,2763,1523,1843,2110,4494,3925,3109
"fib",258,144,107,77,86,72,137,120,308,39,60,56
"fmhA",765,1480,1354,1581,1555,2300,2289,2391,2070,1298,857,926
"fmhB",1560,2404,1921,2910,3058,3042,4052,4995,3211,4252,4484,4370
"fmhC",34,135,76,79,87,83,153,178,132,123,323,256
"fmt",207,397,270,131,80,120,594,920,1278,305,539,706
"fmtB",246,612,510,1126,2010,1721,647,663,579,1114,2683,1754
"fnbA",292,578,490,922,1178,1063,742,995,760,759,3563,3362
"fni",1088,1785,1432,2485,3069,2973,2595,2931,2606,4119,2989,2770
"folB",98,193,182,369,306,309,653,823,447,414,424,408
"folC",3257,3710,3563,4275,5285,5607,7338,9890,10699,12923,12237,12719
"folD",11156,25197,22489,10732,9808,10433,10295,9602,8678,10165,5615,5690
"folK",288,636,487,1364,1082,988,1589,2202,1474,1593,1537,1400
"folP",281,791,619,1213,1003,866,1550,1940,954,1134,1124,1096
"fosB",148,113,89,90,133,140,98,76,35,109,162,116
"frr",1822,2835,2568,2183,2477,2644,4071,4295,6100,5067,4662,5062
"fruA",7163,24267,20722,11046,7084,8258,36635,19886,22183,70483,33567,33207
"ftsA",14299,21557,17737,31408,29314,32242,35477,39643,43859,43861,28779,29780
"ftsH",4453,8275,7137,12491,12742,14417,33417,37972,45898,23678,31718,34490
"ftsZ",23563,35210,30876,56314,62731,68525,50606,57321,64133,70119,41972,41414
"fumC",3719,9218,7281,9293,10657,11571,7302,9868,8594,9532,5683,4674
"fur",1150,2487,2130,1331,1292,1889,2773,3661,2983,1219,3078,2331
"fus",92580,117002,102653,169381,199260,198740,172311,312167,390178,354038,337613,327154
"gap1",132960,193689,175699,152463,156907,192529,198661,138991,111149,234511,160464,168655
"gap2",5650,4412,3859,10003,11321,14633,2420,2596,3519,5783,2649,2424
"gapR",15482,24079,21829,15633,19054,19226,42192,23896,30032,40927,44813,54016
"gatA",1582,2016,1890,3153,3067,3813,8023,9603,17638,11570,10225,11452
"gatB",5836,7966,6739,9176,8270,9713,16657,19562,32712,31456,25048,27250
"gatC",17,48,42,46,43,68,357,391,659,47,168,188
"gcvH",4333,8787,7775,4215,4333,5520,5692,5497,6382,7196,2853,2903
"gcvT",1864,3657,2834,6875,3349,4202,1918,1839,2046,1552,924,837
"geh",20509,36301,33170,21347,14503,12600,579,449,693,731,1166,903
"gidA",1123,2060,1635,2467,2983,3166,3274,4677,4313,4242,13583,10636
"gidB",577,1032,863,907,1006,993,1221,1859,1736,1675,4980,4044
"glcA",10778,11114,9893,7549,7661,8199,11990,20649,13620,10898,5758,5238
"glcB",11815,17837,15916,9554,8464,9855,28945,57925,25162,16153,13201,9227
"glcU",619,496,400,1794,1878,1943,8451,8964,13327,8318,16151,15438
"glkA",3345,6627,5247,4675,3285,3589,5175,5099,5465,5091,3853,3961
"glmM",5552,10996,8954,12596,9888,11178,10822,12127,12733,11597,6506,6771
"glmS",7563,18463,15582,16928,23265,28166,43909,37969,27096,26842,12092,11162
"glmU",2703,6366,4955,6101,4487,4432,5809,6583,4622,6551,5071,4741
"glnA",18617,66120,59249,7422,10706,11860,39447,32306,25218,50224,20609,19271
"glnQ",111,326,242,347,485,405,365,610,988,502,434,354
"glnR",1565,3367,3285,372,919,958,5263,4007,3660,3192,2164,2120
"glpD",3052,7354,4541,4220,5915,5746,19191,13776,15822,38786,29683,27456
"glpF",2108,4034,3279,3963,2848,3224,4635,7910,3622,5436,3506,2739
"glpK",709,895,853,1356,1298,1475,5601,8868,4783,5579,5375,5209
"glpP",316,257,178,498,528,689,821,759,927,826,725,779
"glpQ",367,373,329,201,239,289,233,279,178,194,232,191
"glpT",488,561,452,1005,732,823,1160,2845,1500,1147,855,781
"gltA",549,2022,1721,3914,3396,3131,5933,9892,3524,2454,2488,1691
"gltD",241,550,466,2172,2129,1831,2140,3944,1341,776,1017,650
"gltT",1054,2162,1856,3375,3108,4011,8310,12466,19022,6815,6610,6764
"gltX",1768,1592,1295,3372,4150,4766,4986,5808,5712,10056,9133,8570
"glyA",19944,48059,38568,57131,45900,46968,44271,42079,44444,52236,27070,25022
"gmk",881,1414,1063,2415,3588,3885,2527,2825,1644,3449,3151,3219
"gnd",14042,23221,20189,26022,31405,33316,29037,30602,30901,43725,33616,33332
"gntK",3021,4906,3828,11432,9822,11252,9989,14249,9663,7057,4035,2815
"gntP",9151,12545,10348,19867,15979,17648,15725,26382,12164,5323,1992,1351
"gntR",1044,1791,1225,3624,3245,4071,3096,3473,3887,7728,4893,4062
"gpmA",3804,5282,4561,5299,2304,4556,2412,2727,1381,3111,2393,2070
"gpsA",1644,3697,2964,4930,5753,6267,7949,10073,9624,9126,7600,7309
"greA",1206,998,961,2055,4072,4031,3833,4027,6289,7037,7149,6964
"grlA",2254,2443,2226,4684,5389,5576,6833,9858,10626,11929,13502,14427
"grlB",842,1389,1150,3177,2674,3196,3233,4825,4524,4953,6109,5786
"groEL",11579,34692,29922,16229,15904,15641,43231,33596,33037,14104,24117,35856
"groES",847,1456,1422,404,532,495,3396,2431,2588,626,1414,2303
"grpE",2307,4556,4205,2182,3461,2023,14152,12251,13158,2690,5768,9030
"gtaB",463,1011,871,1026,1036,1174,717,873,829,1459,1397,1287
"guaA",11429,6208,5613,26937,36941,37958,19581,21439,35374,72616,35494,35804
"guaB",6635,5344,4669,28078,33091,32479,15367,16982,27994,53461,26516,25720
"gyrA",14642,25351,21351,21715,20650,21089,31220,38351,33032,32521,23815,22771
"gyrB",7720,11670,9449,10813,9618,9753,19397,22294,18633,17588,12450,12214
"harA",24,162,117,131,198,203,114,189,74,347,611,359
"hemA",12784,18057,13988,15054,11266,12940,7715,6390,6398,13354,9666,11382
"hemB",1418,2168,1788,2641,2257,2564,2254,2246,1949,3177,2869,3091
"hemC",778,1295,978,1848,1198,1526,1633,1456,1400,1678,2094,2135
"hemD",237,200,172,307,316,366,478,392,336,463,563,681
"hemE",317,542,412,602,721,779,2004,2430,2076,1772,2556,2476
"hemH",518,762,633,925,1152,1309,2558,3051,2642,3015,4068,4026
"hemL",5376,9190,7730,7624,6320,7160,5768,5599,4676,8930,7905,8343
"hemY",1061,1730,1445,1994,2087,2437,3392,4413,3901,5297,6715,6401
"hisA",215,624,433,605,410,411,261,478,237,446,544,448
"hisB",18,37,24,69,128,85,124,241,125,117,195,170
"hisD",25,84,42,126,216,172,223,614,239,169,396,299
"hisF",292,650,594,733,624,538,255,470,280,474,694,479
"hisG",6,21,17,46,79,39,84,214,70,55,183,159
"hisH",60,180,125,172,147,157,91,236,105,167,222,160
"hisIE",391,588,512,509,561,493,298,444,264,478,636,530
"hisS",364,367,318,759,815,852,1093,1314,1645,2188,2812,2831
"hisZ",31,55,46,64,98,57,109,360,72,67,188,198
"hla",5299,12728,11467,1349,1330,1092,256,229,247,90,284,191
"hld",0,0,0,0,0,0,0,0,0,0,0,0
"hlgA",546,477,393,564,742,576,169,229,135,125,259,166
"hlgB",354,319,243,406,697,634,158,143,98,86,169,150
"hlgC",223,153,121,285,537,373,110,143,98,77,142,119
"holA",104,174,113,113,105,137,372,298,333,207,577,511
"holB",189,338,265,360,652,721,812,814,1141,553,669,589
"hprK",982,2560,1991,2816,2436,3053,3820,4661,4701,2916,2914,2759
"hpt",204,295,289,520,561,586,1531,1467,1958,769,1261,1402
"hrcA",3409,4764,4347,2870,4439,3178,16805,15163,15263,3375,7019,11525
"hslO",296,628,488,937,813,911,2429,2772,3233,2264,4502,4207
"hslU",6066,12446,10329,11384,8617,9560,20761,22930,15293,10589,10677,10141
"hslV",1655,4734,3457,4596,2729,2962,5889,6498,4903,3551,3805,3416
"hup",119248,83783,80226,82081,127558,151859,89155,70489,101423,116905,62923,73767
"hutH",255,580,421,326,236,380,227,223,198,252,718,471
"hutI",531,4656,3864,1158,1128,1275,693,644,532,1073,1124,882
"hutU",639,6757,5289,1437,1076,1215,656,627,517,1142,1194,833
"hysA1",45,130,92,119,181,167,148,147,163,240,654,453
"hysA2",153,193,147,261,288,254,231,282,291,206,957,646
"icaA",9,35,26,29,44,23,43,31,22,66,119,96
"icaB",4,32,26,28,45,37,80,113,62,63,94,98
"icaC",24,59,46,52,93,65,198,310,175,105,217,241
"icaD",11,4,7,11,14,12,12,18,9,25,23,18
"icaR",708,1110,756,708,488,859,766,522,460,623,434,681
"ileS",2738,3731,3291,5545,6982,6792,6909,9693,11637,13985,13469,14031
"ilvA",121,128,107,354,580,614,493,991,319,394,567,613
"ilvB",983,1672,1388,3641,3194,3472,3803,8018,1362,1329,1292,1085
"ilvC",227,678,581,1412,1325,1539,1895,4330,713,470,464,418
"ilvD",1427,2314,1898,3763,3449,3553,2699,5496,995,2131,1816,1449
"ilvH",28,70,63,139,171,184,237,576,89,70,48,62
"infA",3652,4196,3392,6450,6467,6727,8327,14344,15818,12257,15910,15646
"infB",10629,15695,13428,19046,19802,20366,15087,22938,28841,30569,29859,30145
"infC",1573,1346,1210,2630,2964,3566,4564,5925,12378,8387,14213,11998
"int",95,222,161,185,157,225,309,389,347,427,1457,1165
"ipk",410,693,537,1933,2272,2296,3189,2609,4144,2069,2355,2315
"isaA",614,1229,1208,2627,2649,2801,2208,3395,6190,4280,25366,17590
"isaB",1038,1194,834,900,1853,1924,2363,2261,2284,1624,841,738
"isdA",23,42,43,29,57,87,80,126,294,168,271,173
"isdB",16,70,65,49,64,78,124,179,202,241,656,406
"isdC",5,25,9,3,3,10,9,15,19,1,60,42
"isdD",6,15,16,12,12,8,7,28,17,7,107,53
"isdE",4,15,12,22,20,28,19,22,29,20,110,71
"isdF",4,17,14,34,20,20,28,37,28,34,129,78
"ispD_1",641,1860,1435,1428,1431,1839,2394,2944,3295,1535,1072,927
"ispD_2",443,641,498,1045,1520,1880,2645,3207,3229,2320,2708,2818
"kbl",5581,9607,7803,11962,14726,16858,14387,19199,16489,10930,7519,6591
"kdpA",74,103,70,219,216,247,100,112,109,178,1000,634
"kdpB",149,195,160,498,526,539,316,298,387,468,1877,1155
"kdpC",60,88,56,169,135,155,99,83,103,168,497,351
"kdpD",399,407,312,1031,1424,1215,474,502,391,667,2096,1403
"kdpE_1",0,0,0,0,0,0,0,0,0,0,0,0
"kdpE_2",154,160,151,241,380,357,138,92,88,256,517,349
"knt",0,0,0,0,0,0,0,0,0,0,0,0
"ksgA",183,356,281,683,786,825,1085,1389,1553,1205,1109,1159
"lacA",47,49,52,87,75,117,41,38,10,27,35,20
"lacB",58,68,56,90,113,148,39,49,13,43,57,31
"lacC",55,112,91,189,173,235,54,83,29,36,58,48
"lacD",46,105,74,108,174,254,66,70,43,54,115,42
"lacE",165,287,210,420,507,631,246,232,166,212,408,358
"lacF",12,32,26,35,54,54,17,9,12,11,34,27
"lacG",130,225,195,256,280,433,170,220,175,208,489,350
"lacR",340,781,641,664,573,641,525,521,339,567,478,472
"ldh1",93917,133302,119939,126060,142443,134686,160558,63072,22692,180482,35303,38755
"ldh2",4140,5078,4453,2203,2278,2741,4065,3077,2125,3732,1710,2067
"lepA",1037,1245,1021,1599,2021,2187,3926,4751,4572,3399,3566,3625
"leuA",241,758,601,1158,1586,1635,2159,5246,761,521,671,579
"leuB",222,333,290,540,1037,935,1108,2659,536,500,555,592
"leuC",184,302,234,777,1024,1059,983,2397,479,526,774,665
"leuD",49,94,53,234,360,356,269,685,172,187,268,228
"leuS",1503,2133,1697,4239,4814,4861,7833,9240,10036,18050,12682,13615
"lgt",581,1900,1483,2176,1650,1978,2933,3501,3701,2193,2099,1904
"lig",1809,2756,2333,4698,4808,4823,5318,6278,6378,8881,8435,9012
"lip",3016,13505,11490,28470,48556,47763,34550,65088,34284,30363,29698,20772
"lipA",2457,3877,3177,6545,7046,7211,8249,8717,9767,8841,7862,7983
"lldP1",1630,2803,2291,5974,5686,6015,3415,3427,5130,5512,4104,3771
"lldP2",89934,75041,65884,15183,14353,12912,115750,40902,19562,55836,13466,17715
"lrgA",286,2015,1588,86,72,87,103,185,154,165,207,106
"lrgB",1262,4513,3763,437,425,354,466,344,335,383,381,272
"lspA",144,190,147,288,303,392,890,1242,1914,883,1228,1317
"luxS",1248,1444,1244,1593,2207,2574,1801,1677,1495,2342,1219,1424
"lysA",482,700,486,1883,2132,2348,2291,2610,1792,1985,1660,1699
"lysC",159,219,204,1438,2853,2566,1533,1777,1498,1422,1430,1288
"lysP",4917,11413,8924,30472,28316,26390,10050,9997,12695,21549,18132,15988
"lysS",4770,4921,4410,10601,13659,13886,15681,18730,19324,21345,18239,18340
"lytM",212,410,315,599,854,812,1174,1131,3058,1768,11257,6844
"lytN",57,142,105,90,74,70,78,117,58,104,314,199
"lytR",24,44,34,50,76,114,108,77,109,101,191,117
"lytS",155,408,321,697,1180,1210,769,885,811,945,1285,1053
"malA",10799,14095,11514,22571,21589,23085,18408,26113,15939,7932,2606,1777
"malR",3768,3875,3165,6775,8973,9554,11500,14236,9318,6540,3225,2671
"mecA",0,0,0,0,0,0,0,0,0,0,0,0
"mecI",0,0,0,0,0,0,0,0,0,0,0,0
"mecR1",0,0,0,0,0,0,0,0,0,0,0,0
